id_compra;cliente;producto;categoria;precio;fecha_compra
1535;David Augusto Pinzón Ramírez;Aceite Premier;Alimentos;22935.0;2024-11-18
1536;Helena Gutiérrez;Atún Van Camps;Alimentos;3515.58;2025-08-23
1537;Margarita Alejandra Vera Ríos;Sal Refisal;Alimentos;17118.03;2025-09-20
1538;Nelson Jesús Pineda Escobar;Lavaloza Axion;Limpieza;16067.25;2025-02-13
1539;Johana Rodríguez;Suavitel;Limpieza;3414.55;2025-04-18
1540;Guillermo Diego Marín;Arveja Verde;Granos;23079.53;2025-08-10
1541;Margarita Torres Vélez;Aceite Premier;Alimentos;14094.2;2024-10-16
1542;Rosa Villegas Maldonado;Avena;Granos;5701.29;2025-01-13
1543;Juan Jairo Herrera Orozco;Harina Pan;Alimentos;18000.34;2025-07-27
1544;Omaira Lina Medina;Atún Van Camps;Alimentos;9351.62;2025-02-20
1545;María Paula Ceballos;Trigo Integral;Granos;23667.1;2025-01-17
1546;Juan Díaz Soto;Suavitel;Limpieza;15465.83;2025-06-06
1547;Eider Andrés Guerrero;Toallas de Cocina Scott;Limpieza;13068.93;2025-08-04
1548;José Peña Torres;Cloro Clorox;Limpieza;8784.82;2025-02-07
1549;María Sandra Suárez Franco;Agua Brisa con gas;Bebidas;11055.53;2025-04-30
1550;Nancy Barrios;Fríjoles Diana;Alimentos;20808.93;2024-11-20
1551;Dora Arboleda Hurtado;Maíz Pira;Granos;11752.62;2025-05-04
1552;John Daza Peña;Gaseosa Postobón Manzana;Bebidas;18628.56;2025-05-04
1553;Yolanda Doris Arango Romero;Azúcar Manuelita;Alimentos;6739.15;2025-01-02
1554;Gerson Gutiérrez Ávila;Té Lipton Durazno;Bebidas;19449.1;2025-01-02
1555;Mauricio Pacheco;Maíz Blanco;Granos;27877.97;2025-03-27
1556;Paulina Gloria López Moreno;Cloro Clorox;Limpieza;21190.06;2024-12-30
1557;Diana Ramírez Ortiz;Detergente Ariel;Limpieza;5146.41;2025-05-01
1558;Sandra López;Aceite Premier;Alimentos;28570.35;2025-08-16
1559;Marina Katherine Narváez Díaz;Papel Higiénico Familia;Limpieza;2384.53;2025-05-24
1560;Miryam Bejarano Castillo;Azúcar Manuelita;Alimentos;14601.72;2025-06-17
1561;David Andrés García;Sal Refisal;Alimentos;7852.27;2025-08-30
1562;Francisco Pablo Valencia Ceballos;Cloro Clorox;Limpieza;17299.88;2025-09-13
1563;Jader Rafael Sánchez;Té Lipton Durazno;Bebidas;19445.18;2025-05-23
1564;Carmen Karen Ramírez;Jabón Rey;Limpieza;12544.99;2025-06-10
1565;Elena Sonia Peña;Azúcar Manuelita;Alimentos;6768.95;2025-07-08
1566;Lina Correa Rodríguez;Leche Alquería;Bebidas;24097.28;2024-10-23
1567;Libardo Víctor Gómez;Coca-Cola;Bebidas;15018.9;2025-03-17
1568;Tatiana Angélica Rodríguez Guerrero;Fríjoles Diana;Alimentos;12882.06;2025-07-28
1569;Fernanda Roa;Gaseosa Postobón Manzana;Bebidas;26199.9;2025-05-07
1570;Giovanni Sebastián Herrera;Azúcar Manuelita;Alimentos;26287.49;2024-11-01
1571;Johana Cifuentes;Lentejas Ramo;Granos;29434.2;2025-02-12
1572;Liseth Marina Romero;Sal Refisal;Alimentos;15570.54;2025-09-24
1573;Ariel Gallego;Lentejas La Constancia;Alimentos;7568.51;2025-05-09
1574;Manuel Jhonatan Vega Bautista;Maíz Blanco;Granos;3113.07;2024-10-23
1575;Lucía María Rivera Gómez;Gaseosa Postobón Manzana;Bebidas;15718.12;2025-02-23
1576;Daniel Raúl Sánchez;Jabón Rey;Limpieza;11709.84;2025-01-03
1577;Ingrid Janeth Loaiza Hurtado;Gaseosa Postobón Manzana;Bebidas;19506.47;2025-03-11
1578;Olga Shirley Mora López;Papel Higiénico Familia;Limpieza;24733.0;2025-02-01
1579;Sindy Hurtado Valencia;Agua Brisa con gas;Bebidas;26931.26;2024-12-06
1580;Edison Duarte Reyes;Azúcar Manuelita;Alimentos;8316.32;2024-12-20
1581;José Mauricio Murcia;Agua Brisa con gas;Bebidas;20394.09;2025-04-10
1582;Patricia Valentina Murcia;Atún Van Camps;Alimentos;16580.1;2025-09-13
1583;Armando Valencia Martínez;Desinfectante Fabuloso;Limpieza;8730.1;2024-12-13
1584;Carlos Gómez Rangel;Desinfectante Fabuloso;Limpieza;29175.04;2025-09-03
1585;Julio Hernando Pinzón Ríos;Té Lipton Durazno;Bebidas;17182.55;2025-02-05
1586;Gilma Quintero Ortiz;Suavitel;Limpieza;18268.86;2025-02-16
1587;Luis Dairo Vásquez Niño;Suavitel;Limpieza;10651.96;2025-01-04
1588;Elías Pinzón Ojeda;Desinfectante Fabuloso;Limpieza;29879.2;2025-04-18
1589;Angélica Quintero Delgado;Suavitel;Limpieza;10889.89;2024-10-21
1590;Pablo Méndez;Lentejas La Constancia;Alimentos;10892.73;2024-12-08
1591;Johanna Mercado;Jabón Rey;Limpieza;23432.18;2024-10-26
1592;Elkin José Torres Páez;Trigo Integral;Granos;10493.75;2025-02-04
1593;María Bedoya;Jugo Hit;Bebidas;23815.02;2025-02-09
1594;Steven Sánchez;Lentejas La Constancia;Alimentos;7172.9;2025-01-04
1595;Andrés Hernando Ortega;Leche Alquería;Bebidas;18698.1;2025-02-05
1596;Norma Rocío García Ojeda;Jabón Rey;Limpieza;12059.32;2025-01-02
1597;Martha Cano Bejarano;Avena;Granos;16065.09;2025-02-19
1598;Jessica Andrea Galindo;Maíz Pira;Granos;7151.34;2025-01-12
1599;María Agudelo;Arveja Verde;Granos;15267.71;2025-09-20
1600;Eduar Pedro Londoño;Cloro Clorox;Limpieza;8335.65;2024-12-27
1601;Enrique Álvarez Lozano;Maíz Blanco;Granos;27912.18;2025-10-01
1602;Nilson José Gómez;Lentejas Ramo;Granos;22786.27;2025-03-22
1603;Rosalba Serna;Cloro Clorox;Limpieza;3851.82;2025-09-06
1604;Alfredo Bolívar;Arveja Verde;Granos;21260.16;2025-09-24
1605;Carlos Cardona Galvis;Lentejas Ramo;Granos;13971.56;2024-11-11
1606;Luz Mary Londoño;Atún Van Camps;Alimentos;22165.63;2024-12-14
1607;Marcela Mónica Mercado;Maíz Blanco;Granos;16578.17;2025-01-30
1608;Bayron Rojas;Arveja Verde;Granos;25156.28;2024-10-20
1609;Patricia Ximena Velásquez;Aceite Premier;Alimentos;16523.67;2024-11-13
1610;Ángela Daniela Vásquez Narváez;Maíz Blanco;Granos;17615.63;2025-06-08
1611;Iván Villegas;Aceite Premier;Alimentos;10153.02;2025-02-23
1612;Paola María Nieto;Fríjol Cargamanto;Granos;23662.96;2025-08-22
1613;Mario Hernández Arias;Té Lipton Durazno;Bebidas;6661.62;2025-06-15
1614;Martha Sánchez Montoya;Coca-Cola;Bebidas;21318.68;2025-10-02
1615;Miguel Herrera;Toallas de Cocina Scott;Limpieza;25237.02;2025-01-26
1616;Luz Vanessa Gómez Ceballos;Garbanzo;Granos;22234.11;2025-05-16
1617;Amparo Carolina Alarcón Parra;Lentejas La Constancia;Alimentos;23804.47;2025-01-10
1618;Carmenza Núñez Núñez;Desinfectante Fabuloso;Limpieza;13579.66;2025-09-27
1619;Ana Zapata;Maíz Blanco;Granos;7008.6;2025-07-19
1620;José Quiroga Rojas;Toallas de Cocina Scott;Limpieza;4525.03;2025-07-02
1621;Yolima Esther Arrieta Ospina;Jugo Hit;Bebidas;22114.49;2025-04-06
1622;Mónica García;Fríjoles Diana;Alimentos;5196.62;2025-07-21
1623;Gregorio Jorge Serna;Maíz Pira;Granos;4388.58;2025-09-16
1624;Ramón Díaz Murcia;Avena;Granos;12603.0;2024-10-12
1625;Isabel Jessica Henao Vega;Maíz Blanco;Granos;23511.29;2025-07-10
1626;Óscar Manuel Ortiz;Jugo Hit;Bebidas;6539.47;2025-07-30
1627;Juan Luis Cuéllar;Suavitel;Limpieza;23536.39;2025-05-09
1628;Richard Mauricio Rincón;Atún Van Camps;Alimentos;10625.74;2025-07-28
1629;Rosa Elena Ibarra;Fríjol Cargamanto;Granos;19540.68;2025-09-05
1630;Fabio Gómez Flórez;Lentejas La Constancia;Alimentos;28892.15;2025-07-31
1631;Jeferson Guerra Castañeda;Azúcar Manuelita;Alimentos;2341.82;2025-03-16
1632;María María Núñez Caicedo;Arveja Verde;Granos;17218.03;2025-01-23
1633;Diego Parada;Harina Pan;Alimentos;8660.59;2024-10-12
1634;Iván Sierra Parra;Arveja Verde;Granos;13484.24;2025-04-29
1635;Nelson Jhon Serna;Arroz Roa;Alimentos;8851.97;2024-11-08
1636;Hernando Martínez;Leche Alquería;Bebidas;3369.73;2025-01-23
1637;Eduardo Alfredo Vásquez García;Jabón Rey;Limpieza;20291.75;2024-10-20
1638;Oswaldo Nicolás Rangel;Lentejas La Constancia;Alimentos;25907.22;2025-08-09
1639;Angie García Forero;Gaseosa Postobón Manzana;Bebidas;27770.77;2025-07-19
1640;Andrés Ruiz;Fríjoles Diana;Alimentos;13674.79;2025-05-07
1641;Cecilia Helena Camargo Barreto;Suavitel;Limpieza;20818.53;2025-03-04
1642;Eduardo Castillo;Toallas de Cocina Scott;Limpieza;22981.37;2025-05-26
1643;Jaime Maldonado;Coca-Cola;Bebidas;4607.54;2024-10-20
1644;Rafael Pedraza Pérez;Gaseosa Postobón Manzana;Bebidas;12319.94;2025-04-15
1645;Rafael Edwin Jiménez González;Garbanzo;Granos;23236.38;2024-12-07
1646;Gabriel Ramírez;Azúcar Manuelita;Alimentos;15182.87;2025-02-23
1647;Juan Diego Sepúlveda Zambrano;Azúcar Manuelita;Alimentos;11217.84;2025-02-26
1648;Oswaldo Cardona;Lentejas Ramo;Granos;21483.23;2024-10-11
1649;María Olaya Parra;Fríjoles Diana;Alimentos;17998.28;2025-04-24
1650;Elena Jennifer Romero Giraldo;Harina Pan;Alimentos;22274.08;2025-05-15
1651;Edith Orozco;Agua Brisa con gas;Bebidas;19047.65;2024-11-08
1652;Fernanda Núñez;Jugo de Guayaba del Valle;Bebidas;16710.95;2025-06-04
1653;Alexander Giraldo González;Jugo Hit;Bebidas;19200.12;2025-02-13
1654;Jair Eduardo Angarita Muñoz;Arveja Verde;Granos;15790.12;2024-10-17
1655;Dario Leal Álvarez;Cloro Clorox;Limpieza;21840.44;2024-10-13
1656;Jairo Villamizar;Jabón Rey;Limpieza;5309.8;2025-07-14
1657;Julián Fuentes;Garbanzo;Granos;22649.11;2025-08-12
1658;José Humberto Caro Pérez;Desinfectante Fabuloso;Limpieza;13593.15;2025-02-03
1659;Manuel Carlos Ramírez Galindo;Gaseosa Postobón Manzana;Bebidas;17691.63;2025-01-14
1660;Steven Quiroz Gómez;Jabón Rey;Limpieza;19937.31;2025-05-31
1661;Rafael Eduardo Sánchez Ramírez;Jugo de Guayaba del Valle;Bebidas;24125.47;2025-05-01
1662;Junior Meza Padilla;Jugo de Guayaba del Valle;Bebidas;16187.31;2025-06-18
1663;Adolfo Héctor Murillo Ortiz;Coca-Cola;Bebidas;5187.43;2024-12-23
1664;Ximena Ángela Castellanos;Gaseosa Postobón Manzana;Bebidas;13089.38;2024-11-12
1665;Diego Núñez;Lentejas La Constancia;Alimentos;7432.44;2025-01-21
1666;Yésica Pacheco López;Té Lipton Durazno;Bebidas;27652.57;2025-04-10
1667;Marcela Sara Restrepo Patiño;Lentejas La Constancia;Alimentos;15481.87;2025-05-11
1668;Cindy Flor Martínez;Maíz Pira;Granos;14949.16;2025-03-03
1669;Viviana María Delgado Solano;Maíz Blanco;Granos;25382.96;2024-10-06
1670;David Raúl Montes;Gaseosa Postobón Manzana;Bebidas;17544.96;2024-10-08
1671;Martha Pacheco Aguilar;Aceite Premier;Alimentos;18167.13;2024-12-16
1672;José Hoyos Bustamante;Gaseosa Postobón Manzana;Bebidas;3853.97;2024-12-10
1673;Alejandro Mario Castellanos;Papel Higiénico Familia;Limpieza;25540.7;2025-04-14
1674;Manuel Horacio Forero;Agua Brisa con gas;Bebidas;19542.3;2024-11-30
1675;Dora Libia García Patiño;Desinfectante Fabuloso;Limpieza;7246.61;2025-02-05
1676;Carmen Gaitán Hernández;Azúcar Manuelita;Alimentos;21747.45;2025-03-31
1677;William Cárdenas;Coca-Cola;Bebidas;9601.93;2025-03-08
1678;Alberto Carlos Vargas;Harina Pan;Alimentos;26557.36;2025-09-26
1679;Jaime Torres;Té Lipton Durazno;Bebidas;25224.81;2025-03-07
1680;Danny Pérez Moreno;Leche Alquería;Bebidas;16702.81;2025-04-04
1681;Robinson Miguel Cardona;Detergente Ariel;Limpieza;12478.04;2025-09-07
1682;Esteban Hoyos;Aceite Premier;Alimentos;27573.91;2024-12-02
1683;Carmen Roa Bonilla;Maíz Blanco;Granos;24372.71;2024-10-11
1684;Óscar Camacho;Cloro Clorox;Limpieza;11523.25;2025-04-02
1685;Beatriz María Villamizar;Fríjol Cargamanto;Granos;23714.93;2025-09-17
1686;Jhon Erazo Rivera;Detergente Ariel;Limpieza;25019.88;2025-01-22
1687;Brayan Carlos Salcedo Velasco;Cloro Clorox;Limpieza;22287.98;2024-11-17
1688;Alberto Carlos Moreno;Trigo Integral;Granos;21982.97;2025-04-02
1689;Hernán Quintero;Arroz Roa;Alimentos;10707.48;2025-05-19
1690;María Romero Andrade;Fríjoles Diana;Alimentos;11332.11;2024-11-25
1691;Alba Katerine Hernández Moreno;Fríjoles Diana;Alimentos;16576.18;2025-08-26
1692;Humberto Jorge Díaz;Coca-Cola;Bebidas;18171.68;2025-06-27
1693;Silvia Karol Rengifo;Leche Alquería;Bebidas;10984.65;2025-04-09
1694;Laura Escobar;Papel Higiénico Familia;Limpieza;9746.19;2025-01-22
1695;Fabio Cárdenas;Té Lipton Durazno;Bebidas;20791.47;2025-02-12
1696;Darwin José Fuentes;Jugo Hit;Bebidas;6409.89;2025-06-25
1697;Nelson Quintero;Arroz Roa;Alimentos;28832.35;2025-09-20
1698;James Torres;Aceite Premier;Alimentos;17190.8;2025-03-13
1699;Rosalba Guerrero;Jugo de Guayaba del Valle;Bebidas;5963.59;2025-08-09
1700;María Alix Olaya Delgado;Leche Alquería;Bebidas;6795.7;2024-12-17
1701;Alejandra Andrea Pulido;Gaseosa Postobón Manzana;Bebidas;17136.16;2025-07-25
1702;María Rojas;Lentejas La Constancia;Alimentos;2811.8;2025-07-12
1703;Ramón Gómez;Fríjoles Diana;Alimentos;12740.79;2025-02-03
1704;Lina Carolina Contreras;Atún Van Camps;Alimentos;12973.67;2025-09-20
1705;Daniela Cecilia Herrera;Maíz Pira;Granos;10748.34;2025-05-11
1706;Harold Orlando García Pineda;Detergente Ariel;Limpieza;29263.09;2025-02-12
1707;Manuel Camilo Vanegas;Avena;Granos;4601.65;2024-11-23
1708;Jaime Hernández;Garbanzo;Granos;14756.36;2025-03-06
1709;Judith Lozano Moreno;Arveja Verde;Granos;8487.44;2025-02-24
1710;Elena Silva;Suavitel;Limpieza;26110.7;2024-11-26
1711;Camilo Torres Sánchez;Gaseosa Postobón Manzana;Bebidas;12978.15;2024-12-05
1712;Ana Cuéllar García;Gaseosa Postobón Manzana;Bebidas;14691.93;2024-10-20
1713;Juan Rivera;Fríjoles Diana;Alimentos;15309.36;2025-04-13
1714;Federico Muñoz Rojas;Té Lipton Durazno;Bebidas;14914.77;2024-12-06
1715;Diego Rivera;Papel Higiénico Familia;Limpieza;23502.36;2025-08-13
1716;Ana Inés López Salas;Detergente Ariel;Limpieza;13359.21;2024-11-23
1717;Manuel José Rodríguez Delgado;Sal Refisal;Alimentos;17572.2;2025-04-11
1718;Yaneth Carolina Pérez;Azúcar Manuelita;Alimentos;16916.88;2025-04-21
1719;Carlos Giraldo Acevedo;Trigo Integral;Granos;8680.11;2025-01-20
1720;Javier Bermúdez;Suavitel;Limpieza;29268.97;2024-11-26
1721;Victoria Díaz;Garbanzo;Granos;11540.0;2025-02-06
1722;María Isabel Durán García;Trigo Integral;Granos;17881.91;2025-03-25
1723;Álvaro Jorge Muñoz;Leche Alquería;Bebidas;6846.39;2025-08-31
1724;Nelson Javier Ávila Angulo;Harina Pan;Alimentos;5201.04;2024-10-29
1725;María María Ríos Ramírez;Maíz Pira;Granos;17542.46;2025-02-11
1726;Paola González Soto;Avena;Granos;10625.0;2025-06-25
1727;Óscar Jaime Salazar Montenegro;Garbanzo;Granos;18751.26;2024-12-22
1728;Luz Velásquez Ramírez;Maíz Pira;Granos;15840.26;2025-09-20
1729;María María Muñoz;Fríjoles Diana;Alimentos;8093.13;2025-08-23
1730;María Erika León Zapata;Jabón Rey;Limpieza;23198.18;2025-09-09
1731;Ligia Carmona Rojas;Toallas de Cocina Scott;Limpieza;16875.16;2025-06-05
1732;Adolfo Jeison Navarro;Arveja Verde;Granos;7478.67;2025-04-12
1733;Leonel Marín Espinosa;Jugo de Guayaba del Valle;Bebidas;17967.74;2025-04-22
1734;Pablo López;Agua Brisa con gas;Bebidas;22098.15;2025-07-28
1735;Esneider Armando Prieto Martínez;Agua Cristal;Bebidas;18316.36;2025-07-17
1736;Yuli López Vásquez;Avena;Granos;25870.15;2025-07-18
1737;Patricia Paula López Garzón;Sal Refisal;Alimentos;27230.12;2025-04-16
1738;Felipe Carlos González;Arroz Roa;Alimentos;21693.92;2025-04-25
1739;Inés Carolina Alfonso Moreno;Agua Cristal;Bebidas;26114.94;2025-08-12
1740;Rubiela Carrillo Suárez;Aceite Premier;Alimentos;14088.03;2025-03-03
1741;Ocampo Amaya Uribe;Maíz Pira;Granos;21929.66;2025-01-07
1742;Ana Julieth Pinto;Trigo Integral;Granos;14185.32;2025-07-13
1743;Luisa Ana Rodríguez;Suavitel;Limpieza;15296.4;2025-01-04
1744;Fredy Correa;Desinfectante Fabuloso;Limpieza;25613.17;2024-11-30
1745;Luis Ojeda;Agua Brisa con gas;Bebidas;6319.48;2025-09-16
1746;Andrés Muñoz Córdoba;Suavitel;Limpieza;2324.88;2025-05-06
1747;Tania Rosa Lozano Rodríguez;Lentejas La Constancia;Alimentos;22197.5;2025-09-18
1748;Dayana Velásquez;Trigo Integral;Granos;29299.3;2025-04-10
1749;Javier Edwin Cabrera;Detergente Ariel;Limpieza;5842.17;2025-09-27
1750;Brayan Luis González;Arveja Verde;Granos;27020.31;2024-12-03
1751;Janeth Socorro Tovar Mejía;Avena;Granos;14723.04;2025-09-17
1752;Elizabeth Patricia Uribe;Arveja Verde;Granos;12772.01;2025-02-02
1753;Mauricio Ortiz;Suavitel;Limpieza;13893.61;2025-05-14
1754;Liliana Marcela Rodríguez Osorio;Harina Pan;Alimentos;25710.51;2024-11-04
1755;Diego Ángel Serrano;Papel Higiénico Familia;Limpieza;13503.46;2024-12-23
1756;Antonio Eduardo Lozano Jiménez;Coca-Cola;Bebidas;29390.54;2025-01-21
1757;Kelly Esther Parada;Maíz Pira;Granos;5168.6;2025-05-10
1758;Myriam Angie Herrera;Garbanzo;Granos;5978.45;2025-05-24
1759;Kevin Narváez;Té Lipton Durazno;Bebidas;16474.59;2025-01-08
1760;Cristian Zambrano Rojas;Aceite Premier;Alimentos;15228.64;2024-11-19
1761;Danna Nubia Soto;Azúcar Manuelita;Alimentos;19165.1;2024-12-28
1762;Jhoana Lorena Rodríguez Guerrero;Coca-Cola;Bebidas;15128.33;2025-01-20
1763;Luisa Andrea Mosquera;Maíz Pira;Granos;13788.45;2025-09-05
1764;Andrea Castillo Velandia;Jugo de Guayaba del Valle;Bebidas;6690.23;2024-10-10
1765;Eugenia Leal;Jugo de Guayaba del Valle;Bebidas;3719.7;2024-11-07
1766;Danilo Javier Salazar Hernández;Avena;Granos;18040.08;2025-09-16
1767;Esther Olaya;Coca-Cola;Bebidas;10030.84;2025-08-29
1768;Sofía Jiménez Pérez;Lentejas La Constancia;Alimentos;16156.69;2025-06-17
1769;Lorena Rojas Ibarra;Jugo de Guayaba del Valle;Bebidas;5711.09;2025-07-18
1770;Jhon Ramírez Angulo;Jugo de Guayaba del Valle;Bebidas;26020.03;2024-10-31
1771;Francia Erazo Gómez;Fríjoles Diana;Alimentos;18907.0;2025-08-31
1772;Richard Giraldo;Toallas de Cocina Scott;Limpieza;12353.47;2025-09-25
1773;Ricardo Alberto Perea Palacios;Papel Higiénico Familia;Limpieza;23910.78;2025-06-17
1774;Milena Arboleda Muñoz;Toallas de Cocina Scott;Limpieza;7062.66;2025-09-26
1775;Anyi Juana López;Sal Refisal;Alimentos;29554.01;2025-02-24
1776;Sandra Morales;Suavitel;Limpieza;25453.2;2025-07-08
1777;Wilmer Murillo Calderón;Trigo Integral;Granos;8662.53;2025-03-13
1778;Carlos Guzmán;Avena;Granos;7903.99;2025-02-07
1779;Daniela Yéssica Vanegas;Coca-Cola;Bebidas;19983.31;2025-02-21
1780;Hernando Fernando Guerrero Luna;Arroz Roa;Alimentos;6692.81;2025-02-18
1781;Dario Burbano Becerra;Arveja Verde;Granos;10438.28;2024-10-21
1782;Astrid Nubia Rueda Giraldo;Desinfectante Fabuloso;Limpieza;21138.28;2025-03-20
1783;Luz Yéssica Galvis Vargas;Arveja Verde;Granos;9353.5;2024-12-25
1784;Marta Andrade Calderón;Maíz Blanco;Granos;10086.18;2025-03-24
1785;Marino Marco Vélez Uribe;Trigo Integral;Granos;20997.82;2025-06-14
1786;Martín Ortiz Alvarado;Fríjoles Diana;Alimentos;27695.94;2025-05-06
1787;Dora Milena Muñoz Ortiz;Agua Brisa con gas;Bebidas;19093.6;2025-01-07
1788;Armando Salazar;Gaseosa Postobón Manzana;Bebidas;9569.13;2025-07-24
1789;Jhon Esteban Sánchez;Azúcar Manuelita;Alimentos;20321.61;2024-11-09
1790;Luis Jorge Gutiérrez Salamanca;Arveja Verde;Granos;23648.23;2025-08-17
1791;Claudia María Ramírez;Cloro Clorox;Limpieza;16558.67;2024-11-06
1792;Brandon Caicedo;Lavaloza Axion;Limpieza;17333.15;2024-12-09
1793;Dary Forero;Fríjoles Diana;Alimentos;2334.92;2025-03-03
1794;Kevin Herrera Gómez;Fríjoles Diana;Alimentos;21193.99;2025-07-07
1795;Esther Arias;Leche Alquería;Bebidas;22307.02;2024-10-29
1796;Estiven Montoya;Leche Alquería;Bebidas;2953.17;2024-12-07
1797;Andrea González Arboleda;Arroz Roa;Alimentos;28278.15;2025-10-02
1798;Esther Narváez Rodríguez;Detergente Ariel;Limpieza;21826.1;2025-06-16
1799;Elías Vicente Duarte Fajardo;Fríjoles Diana;Alimentos;25980.34;2025-08-01
1800;Carlos Mauricio Caicedo;Desinfectante Fabuloso;Limpieza;20379.05;2024-12-16
1801;Ana Valencia Rodríguez;Detergente Ariel;Limpieza;21478.3;2025-01-11
1802;Mery Gómez Guzmán;Jugo de Guayaba del Valle;Bebidas;15074.76;2025-01-04
1803;Jorge Herrera;Harina Pan;Alimentos;27835.47;2025-05-11
1804;Jonathan Cifuentes Ramos;Agua Brisa con gas;Bebidas;21382.2;2025-04-13
1805;Maritza Esther Cerón Vallejo;Jugo de Guayaba del Valle;Bebidas;6535.05;2025-02-26
1806;Jorge Alberto Cárdenas;Azúcar Manuelita;Alimentos;23758.97;2025-07-30
1807;Domingo Fernando Cardona Montoya;Trigo Integral;Granos;11314.33;2024-10-15
1808;Jesús Zambrano Ospina;Azúcar Manuelita;Alimentos;28756.96;2025-04-04
1809;Aurora Prada Tovar;Jugo Hit;Bebidas;14336.1;2025-01-04
1810;Esther Castañeda Cantillo;Lentejas Ramo;Granos;19088.45;2025-07-28
1811;Ligia Castañeda Escobar;Toallas de Cocina Scott;Limpieza;5036.05;2025-06-20
1812;María Adriana Villamil Blanco;Lentejas Ramo;Granos;19191.06;2025-05-20
1813;Angélica Cardona Rodríguez;Harina Pan;Alimentos;22031.21;2025-05-21
1814;Marlén Peña;Arroz Roa;Alimentos;4041.75;2024-10-04
1815;Judith Dayana Romero;Té Lipton Durazno;Bebidas;2525.41;2025-06-30
1816;Augusto Alexander Quintero;Avena;Granos;20280.23;2025-05-10
1817;Laura Padilla;Arroz Roa;Alimentos;20608.96;2024-10-15
1818;Cielo Galeano Domínguez;Jugo Hit;Bebidas;21601.55;2024-10-25
1819;Carlos Naranjo Marín;Maíz Blanco;Granos;16430.72;2024-11-19
1820;Mónica Manuela Rojas;Arveja Verde;Granos;14209.61;2025-07-31
1821;Elena Luz Valencia;Aceite Premier;Alimentos;2092.61;2025-04-04
1822;Nidia Caballero;Garbanzo;Granos;17882.83;2025-07-24
1823;Mauricio Carlos Soto;Gaseosa Postobón Manzana;Bebidas;21091.4;2025-02-08
1824;Mercedes Sepúlveda;Maíz Blanco;Granos;19703.63;2024-12-08
1825;María Marín;Sal Refisal;Alimentos;16969.54;2025-07-06
1826;Catalina Gloria Rodríguez Castro;Agua Cristal;Bebidas;25553.08;2025-02-07
1827;Jairo Arturo Cabrera González;Leche Alquería;Bebidas;6945.31;2024-11-24
1828;Stella Norma Parra;Atún Van Camps;Alimentos;20500.55;2024-10-27
1829;Leonardo Alex Vargas;Agua Brisa con gas;Bebidas;27100.9;2025-03-14
1830;Andrés Méndez Moreno;Té Lipton Durazno;Bebidas;4376.15;2024-10-25
1831;María Carolina Vanegas Contreras;Lentejas Ramo;Granos;5918.4;2025-02-14
1832;Yésica Yuly Martínez;Jabón Rey;Limpieza;22152.69;2025-06-05
1833;Ingrid Ruth Vera Garzón;Toallas de Cocina Scott;Limpieza;12885.49;2024-12-21
1834;Elcy María Salazar;Té Lipton Durazno;Bebidas;16950.32;2025-07-31
1835;Nancy Amparo Muñoz Bernal;Maíz Blanco;Granos;3037.2;2025-01-29
1836;Rosa Daniela Murcia;Sal Refisal;Alimentos;24057.8;2025-01-01
1837;Alfonso Nicolás Vergara Meneses;Atún Van Camps;Alimentos;5309.24;2025-01-21
1838;Andrés Ariza Pérez;Avena;Granos;22749.44;2025-07-15
1839;Carmen Deisy Melo Jaimes;Detergente Ariel;Limpieza;3032.57;2025-07-22
1840;Luz Heidy Ortiz Valencia;Toallas de Cocina Scott;Limpieza;20307.28;2024-10-08
1841;Duván Palacios Ocampo;Maíz Blanco;Granos;8795.11;2025-03-09
1842;Martín Rubio Mora;Jabón Rey;Limpieza;6822.97;2024-12-17
1843;Javier Juan Torres;Azúcar Manuelita;Alimentos;24980.7;2025-05-22
1844;Bibiana Ofelia Martínez Sepúlveda;Harina Pan;Alimentos;19114.32;2025-05-09
1845;Gerardo Rodríguez;Fríjoles Diana;Alimentos;5197.03;2024-11-07
1846;Manuel Salazar Mercado;Detergente Ariel;Limpieza;24524.7;2025-07-25
1847;Pedro David Rodríguez;Maíz Pira;Granos;24722.59;2025-01-04
1848;Liliana Vargas;Maíz Pira;Granos;5382.47;2024-12-01
1849;Alix María García Rincón;Lavaloza Axion;Limpieza;25419.96;2024-12-06
1850;Martha Angarita Mosquera;Jabón Rey;Limpieza;18606.39;2024-12-04
1851;Cristian Óscar Pinto García;Agua Cristal;Bebidas;5380.87;2025-04-17
1852;Camilo Prada Puentes;Desinfectante Fabuloso;Limpieza;6705.42;2024-11-12
1853;Fernando Andrés Villamizar Hernández;Jugo Hit;Bebidas;14282.51;2024-11-28
1854;Camilo Vargas;Lentejas La Constancia;Alimentos;4799.1;2025-02-19
1855;Maritza Rojas;Avena;Granos;2437.65;2025-07-20
1856;Jorge Mauricio Ortega Díaz;Garbanzo;Granos;2177.79;2024-12-17
1857;Hernán David Sánchez;Detergente Ariel;Limpieza;21788.75;2024-12-05
1858;León Soto;Agua Brisa con gas;Bebidas;21418.1;2025-02-11
1859;Lida Ramos;Avena;Granos;7772.49;2025-03-29
1860;Alexander Alberto Hernández;Té Lipton Durazno;Bebidas;13536.88;2025-07-22
1861;Pedro Alfredo Agudelo;Jabón Rey;Limpieza;18695.62;2024-11-28
1862;Ana Zapata Henao;Garbanzo;Granos;19561.37;2025-07-31
